#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.2000D+00   0.2000D+00
#    number density nb   [cm^-3]:   0.1000D+25   0.1000D+25
#    mass array mb         [amu]:   0.5486D-03   0.1007D+01
#    mass array mb         [keV]:   0.5110D+03   0.9383D+06
#    charge array zb            :  -0.1000D+01   0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.1000D+01
#    mass   [amu]:   0.1007D+01
#    mass   [keV]:   0.9383D+06
#    energy [keV]:   0.1200D+05
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+25  0.2000D+00  0.2000D+00  0.6849D-01  0.6849D-01  0.3689D+00  0.2070D-01
# ab  =  0.3268E+02  0.6000E+05
# etab=  0.4561E-01  0.4561E-01
#    j    E_p [keV]       dedx_tot [MeV/mu-m]   dedx_i                dedx_e
  2106   0.36102857E+04   0.3423611905251E-01   0.3670281374781E-04   0.3419941623877E-01
  2107   0.36120000E+04   0.3422378444448E-01   0.3668626390967E-04   0.3418709818057E-01
  2108   0.36137143E+04   0.3421145822058E-01   0.3666972935536E-04   0.3417478849122E-01
  2109   0.36154286E+04   0.3419914183833E-01   0.3665321006353E-04   0.3416248862827E-01
  2110   0.36171429E+04   0.3418683485238E-01   0.3663670601289E-04   0.3415019814637E-01
  2111   0.36188571E+04   0.3417453705375E-01   0.3662021718218E-04   0.3413791683657E-01
  2112   0.36205714E+04   0.3416224843272E-01   0.3660374355017E-04   0.3412564468917E-01
  2113   0.36222857E+04   0.3414996897959E-01   0.3658728509568E-04   0.3411338169450E-01
  2114   0.36240000E+04   0.3413769871049E-01   0.3657086762287E-04   0.3410112784287E-01
  2115   0.36257143E+04   0.3412543756398E-01   0.3655443934799E-04   0.3408888312463E-01
  2116   0.36274286E+04   0.3411318555632E-01   0.3653802618780E-04   0.3407664753013E-01
  2117   0.36291429E+04   0.3410094267785E-01   0.3652162812126E-04   0.3406442104973E-01
  2118   0.36308571E+04   0.3408870888087E-01   0.3650524512739E-04   0.3405220363574E-01
  2119   0.36325714E+04   0.3407648423186E-01   0.3648887718523E-04   0.3403999535468E-01
  2120   0.36342857E+04   0.3406426868315E-01   0.3647252427389E-04   0.3402779615888E-01
  2121   0.36360000E+04   0.3405206222511E-01   0.3645618637247E-04   0.3401560603874E-01
  2122   0.36377143E+04   0.3403986472378E-01   0.3643986346015E-04   0.3400342486032E-01
  2123   0.36394286E+04   0.3402767641811E-01   0.3642355551615E-04   0.3399125286259E-01
  2124   0.36411429E+04   0.3401549717435E-01   0.3640726251970E-04   0.3397908991183E-01
  2125   0.36428571E+04   0.3400332698293E-01   0.3639098445007E-04   0.3396693599848E-01
  2126   0.36445714E+04   0.3399116583430E-01   0.3637472128661E-04   0.3395479111302E-01
  2127   0.36462857E+04   0.3397901371892E-01   0.3635847300866E-04   0.3394265524591E-01
  2128   0.36480000E+04   0.3396687062725E-01   0.3634223959563E-04   0.3393052838765E-01
  2129   0.36497143E+04   0.3395473642572E-01   0.3632602102695E-04   0.3391841040470E-01
  2130   0.36514286E+04   0.3394261135273E-01   0.3630981728210E-04   0.3390630153545E-01
  2131   0.36531429E+04   0.3393049527493E-01   0.3629362834058E-04   0.3389420164659E-01
  2132   0.36548571E+04   0.3391838818282E-01   0.3627745418194E-04   0.3388211072864E-01
  2133   0.36565714E+04   0.3390629006694E-01   0.3626129478579E-04   0.3387002877216E-01
  2134   0.36582857E+04   0.3389420091783E-01   0.3624515013174E-04   0.3385795576769E-01
  2135   0.36600000E+04   0.3388212072602E-01   0.3622902019946E-04   0.3384589170582E-01
  2136   0.36617143E+04   0.3387004948208E-01   0.3621290496863E-04   0.3383383657711E-01
  2137   0.36634286E+04   0.3385798717658E-01   0.3619680441902E-04   0.3382179037216E-01
  2138   0.36651429E+04   0.3384593380010E-01   0.3618071853038E-04   0.3380975308157E-01
  2139   0.36668571E+04   0.3383388934324E-01   0.3616464728254E-04   0.3379772469596E-01
  2140   0.36685714E+04   0.3382185379660E-01   0.3614859065535E-04   0.3378570520595E-01
  2141   0.36702857E+04   0.3380982715080E-01   0.3613254862869E-04   0.3377369460217E-01
  2142   0.36720000E+04   0.3379780919860E-01   0.3611652118248E-04   0.3376169267742E-01
  2143   0.36737143E+04   0.3378580032606E-01   0.3610050829670E-04   0.3374969981776E-01
  2144   0.36754286E+04   0.3377380028842E-01   0.3608450995133E-04   0.3373771577847E-01
  2145   0.36771429E+04   0.3376180915205E-01   0.3606852612640E-04   0.3372574062592E-01
  2146   0.36788571E+04   0.3374982686975E-01   0.3605255680202E-04   0.3371377431295E-01
  2147   0.36805714E+04   0.3373785343223E-01   0.3603660195825E-04   0.3370181683027E-01
  2148   0.36822857E+04   0.3372588883018E-01   0.3602066157526E-04   0.3368986816860E-01
  2149   0.36840000E+04   0.3371393305429E-01   0.3600473563324E-04   0.3367792831866E-01
  2150   0.36857143E+04   0.3370198609530E-01   0.3598882411240E-04   0.3366599727119E-01
  2151   0.36874286E+04   0.3369004794392E-01   0.3597292699298E-04   0.3365407501693E-01
  2152   0.36891429E+04   0.3367811859091E-01   0.3595704425528E-04   0.3364216154665E-01
  2153   0.36908571E+04   0.3366619802700E-01   0.3594117587963E-04   0.3363025685112E-01
  2154   0.36925714E+04   0.3365428624297E-01   0.3592532184641E-04   0.3361836092112E-01
  2155   0.36942857E+04   0.3364238322958E-01   0.3590948213597E-04   0.3360647374744E-01
  2156   0.36960000E+04   0.3363048885418E-01   0.3589365672879E-04   0.3359459519745E-01
  2157   0.36977143E+04   0.3361860335426E-01   0.3587784560533E-04   0.3358272550865E-01
  2158   0.36994286E+04   0.3360672659737E-01   0.3586204874607E-04   0.3357086454862E-01
  2159   0.37011429E+04   0.3359485857433E-01   0.3584626613158E-04   0.3355901230820E-01
  2160   0.37028571E+04   0.3358299927597E-01   0.3583049774243E-04   0.3354716877823E-01
  2161   0.37045714E+04   0.3357114869314E-01   0.3581474355923E-04   0.3353533394958E-01
  2162   0.37062857E+04   0.3355930681667E-01   0.3579900356262E-04   0.3352350781311E-01
  2163   0.37080000E+04   0.3354747351437E-01   0.3578327773330E-04   0.3351169023663E-01
  2164   0.37097143E+04   0.3353564902306E-01   0.3576756605197E-04   0.3349988145701E-01
  2165   0.37114286E+04   0.3352383321074E-01   0.3575186849940E-04   0.3348808134224E-01
  2166   0.37131429E+04   0.3351202606832E-01   0.3573618505638E-04   0.3347628988326E-01
  2167   0.37148571E+04   0.3350022758669E-01   0.3572051570371E-04   0.3346450707099E-01
  2168   0.37165714E+04   0.3348843775677E-01   0.3570486042227E-04   0.3345273289635E-01
  2169   0.37182857E+04   0.3347665656950E-01   0.3568921919294E-04   0.3344096735031E-01
  2170   0.37200000E+04   0.3346488401581E-01   0.3567359199666E-04   0.3342921042382E-01
  2171   0.37217143E+04   0.3345312008666E-01   0.3565797881438E-04   0.3341746210785E-01
  2172   0.37234286E+04   0.3344136477300E-01   0.3564237962712E-04   0.3340572239337E-01
  2173   0.37251429E+04   0.3342961806581E-01   0.3562679441588E-04   0.3339399127140E-01
  2174   0.37268571E+04   0.3341787995608E-01   0.3561122316174E-04   0.3338226873291E-01
  2175   0.37285714E+04   0.3340615043479E-01   0.3559566584581E-04   0.3337055476894E-01
  2176   0.37302857E+04   0.3339442949295E-01   0.3558012244922E-04   0.3335884937050E-01
  2177   0.37320000E+04   0.3338271692508E-01   0.3556459295312E-04   0.3334715233212E-01
  2178   0.37337143E+04   0.3337101311491E-01   0.3554907733875E-04   0.3333546403757E-01
  2179   0.37354286E+04   0.3335931673800E-01   0.3553357558731E-04   0.3332378316241E-01
  2180   0.37371429E+04   0.3334763002670E-01   0.3551808768009E-04   0.3331211193902E-01
  2181   0.37388571E+04   0.3333595185004E-01   0.3550261359839E-04   0.3330044923644E-01
  2182   0.37405714E+04   0.3332428219910E-01   0.3548715332355E-04   0.3328879504577E-01
  2183   0.37422857E+04   0.3331262106494E-01   0.3547170683695E-04   0.3327714935811E-01
  2184   0.37440000E+04   0.3330096843868E-01   0.3545627411998E-04   0.3326551216456E-01
  2185   0.37457143E+04   0.3328932431140E-01   0.3544085515409E-04   0.3325388345624E-01
  2186   0.37474286E+04   0.3327768869006E-01   0.3542546575835E-04   0.3324226322431E-01
  2187   0.37491429E+04   0.3326606153405E-01   0.3541007417261E-04   0.3323065145988E-01
  2188   0.37508571E+04   0.3325444285041E-01   0.3539469628273E-04   0.3321904815413E-01
  2189   0.37525714E+04   0.3324283263028E-01   0.3537933207030E-04   0.3320745329821E-01
  2190   0.37542857E+04   0.3323123068257E-01   0.3536398151692E-04   0.3319586670105E-01
  2191   0.37560000E+04   0.3321963736277E-01   0.3534864460423E-04   0.3318428871816E-01
  2192   0.37577143E+04   0.3320805247999E-01   0.3533332131388E-04   0.3317271915867E-01
  2193   0.37594286E+04   0.3319647602541E-01   0.3531801162761E-04   0.3316115801379E-01
  2194   0.37611429E+04   0.3318490799025E-01   0.3530271552714E-04   0.3314960527472E-01
  2195   0.37628571E+04   0.3317334836571E-01   0.3528743299423E-04   0.3313806093272E-01
  2196   0.37645714E+04   0.3316179714302E-01   0.3527216401069E-04   0.3312652497901E-01
  2197   0.37662857E+04   0.3315025431340E-01   0.3525690855837E-04   0.3311499740484E-01
  2198   0.37680000E+04   0.3313871974597E-01   0.3524166661912E-04   0.3310347807935E-01
  2199   0.37697143E+04   0.3312719367606E-01   0.3522643817484E-04   0.3309196723789E-01
  2200   0.37714286E+04   0.3311567597300E-01   0.3521122320748E-04   0.3308046474980E-01
  2201   0.37731429E+04   0.3310416662806E-01   0.3519602169898E-04   0.3306897060636E-01
  2202   0.37748571E+04   0.3309266563252E-01   0.3518083363137E-04   0.3305748479889E-01
  2203   0.37765714E+04   0.3308117297769E-01   0.3516565898665E-04   0.3304600731870E-01
  2204   0.37782857E+04   0.3306968865486E-01   0.3515049774690E-04   0.3303453815711E-01
  2205   0.37800000E+04   0.3305821265536E-01   0.3513534989421E-04   0.3302307730547E-01
  2206   0.37817143E+04   0.3304674497052E-01   0.3512021541070E-04   0.3301162475511E-01
  2207   0.37834286E+04   0.3303528559167E-01   0.3510509427854E-04   0.3300018049739E-01
  2208   0.37851429E+04   0.3302383451017E-01   0.3508998647991E-04   0.3298874452369E-01
  2209   0.37868571E+04   0.3301239171738E-01   0.3507489199704E-04   0.3297731682539E-01
  2210   0.37885714E+04   0.3300095720467E-01   0.3505981081217E-04   0.3296589739386E-01
  2211   0.37902857E+04   0.3298953096342E-01   0.3504474290761E-04   0.3295448622052E-01
  2212   0.37920000E+04   0.3297811279012E-01   0.3502968826565E-04   0.3294308310185E-01
  2213   0.37937143E+04   0.3296670306569E-01   0.3501464686865E-04   0.3293168841882E-01
  2214   0.37954286E+04   0.3295530158692E-01   0.3499961869899E-04   0.3292030196822E-01
  2215   0.37971429E+04   0.3294390834526E-01   0.3498460373908E-04   0.3290892374152E-01
  2216   0.37988571E+04   0.3293252333212E-01   0.3496960197137E-04   0.3289755373015E-01
  2217   0.38005714E+04   0.3292114653895E-01   0.3495461337832E-04   0.3288619192558E-01
  2218   0.38022857E+04   0.3290977795722E-01   0.3493963794246E-04   0.3287483831928E-01
  2219   0.38040000E+04   0.3289841757838E-01   0.3492467564629E-04   0.3286349290274E-01
  2220   0.38057143E+04   0.3288706539392E-01   0.3490972647240E-04   0.3285215566744E-01
  2221   0.38074286E+04   0.3287572139531E-01   0.3489479040339E-04   0.3284082660491E-01
  2222   0.38091429E+04   0.3286438557406E-01   0.3487986742188E-04   0.3282950570664E-01
  2223   0.38108571E+04   0.3285305792168E-01   0.3486495751052E-04   0.3281819296417E-01
  2224   0.38125714E+04   0.3284173842968E-01   0.3485006065203E-04   0.3280688836903E-01
  2225   0.38142857E+04   0.3283042708959E-01   0.3483517682910E-04   0.3279559191276E-01
  2226   0.38160000E+04   0.3281912377148E-01   0.3482030602452E-04   0.3278430346546E-01
  2227   0.38177143E+04   0.3280782870966E-01   0.3480544822102E-04   0.3277302326144E-01
  2228   0.38194286E+04   0.3279654177440E-01   0.3479060340146E-04   0.3276175117100E-01
  2229   0.38211429E+04   0.3278526297297E-01   0.3477578724922E-04   0.3275048718572E-01
  2230   0.38228571E+04   0.3277399226549E-01   0.3476096828146E-04   0.3273923129721E-01
  2231   0.38245714E+04   0.3276272965931E-01   0.3474616224650E-04   0.3272798349706E-01
  2232   0.38262857E+04   0.3275147514603E-01   0.3473136912727E-04   0.3271674377690E-01
  2233   0.38280000E+04   0.3274022871727E-01   0.3471658890674E-04   0.3270551212836E-01
  2234   0.38297143E+04   0.3272899024340E-01   0.3470182156790E-04   0.3269428842184E-01
  2235   0.38314286E+04   0.3271775995836E-01   0.3468706709378E-04   0.3268307289127E-01
  2236   0.38331429E+04   0.3270653773273E-01   0.3467232546744E-04   0.3267186540726E-01
  2237   0.38348571E+04   0.3269532352112E-01   0.3465759667195E-04   0.3266066592444E-01
  2238   0.38365714E+04   0.3268411738927E-01   0.3464288069042E-04   0.3264947450858E-01
  2239   0.38382857E+04   0.3267291929183E-01   0.3462817750601E-04   0.3263829111432E-01
  2240   0.38400000E+04   0.3266172921907E-01   0.3461348574461E-04   0.3262711573333E-01
  2241   0.38417143E+04   0.3265054716548E-01   0.3459880810195E-04   0.3261594835738E-01
  2242   0.38434286E+04   0.3263937312137E-01   0.3458414320602E-04   0.3260478897817E-01
  2243   0.38451429E+04   0.3262820707846E-01   0.3456949104005E-04   0.3259363758742E-01
  2244   0.38468571E+04   0.3261704902846E-01   0.3455485158736E-04   0.3258249417687E-01
  2245   0.38485714E+04   0.3260589896311E-01   0.3454022483124E-04   0.3257135873828E-01
  2246   0.38502857E+04   0.3259475687416E-01   0.3452561075507E-04   0.3256023126341E-01
  2247   0.38520000E+04   0.3258362275336E-01   0.3451100934221E-04   0.3254911174402E-01
  2248   0.38537143E+04   0.3257249639912E-01   0.3449642057606E-04   0.3253799997854E-01
  2249   0.38554286E+04   0.3256137818964E-01   0.3448184444008E-04   0.3252689634520E-01
  2250   0.38571429E+04   0.3255026792363E-01   0.3446728091772E-04   0.3251580064271E-01
  2251   0.38588571E+04   0.3253916500784E-01   0.3445272999248E-04   0.3250471227785E-01
  2252   0.38605714E+04   0.3252807060563E-01   0.3443819164788E-04   0.3249363241399E-01
  2253   0.38622857E+04   0.3251698412231E-01   0.3442366586748E-04   0.3248256045645E-01
  2254   0.38640000E+04   0.3250590554971E-01   0.3440915263485E-04   0.3247149639707E-01
  2255   0.38657143E+04   0.3249483487965E-01   0.3439465193361E-04   0.3246044022771E-01
  2256   0.38674286E+04   0.3248377210398E-01   0.3438016374740E-04   0.3244939194023E-01
  2257   0.38691429E+04   0.3247271721456E-01   0.3436568805987E-04   0.3243835152650E-01
  2258   0.38708571E+04   0.3246167020326E-01   0.3435122485474E-04   0.3242731897841E-01
  2259   0.38725714E+04   0.3245063106195E-01   0.3433677411573E-04   0.3241629428783E-01
  2260   0.38742857E+04   0.3243959978251E-01   0.3432233582657E-04   0.3240527744669E-01
  2261   0.38760000E+04   0.3242857635685E-01   0.3430790997107E-04   0.3239426844687E-01
  2262   0.38777143E+04   0.3241756065642E-01   0.3429349653301E-04   0.3238326715988E-01
  2263   0.38794286E+04   0.3240655291384E-01   0.3427909549626E-04   0.3237227381835E-01
  2264   0.38811429E+04   0.3239555300078E-01   0.3426470684467E-04   0.3236128829394E-01
  2265   0.38828571E+04   0.3238456087236E-01   0.3425033056213E-04   0.3235031054180E-01
  2266   0.38845714E+04   0.3237357659415E-01   0.3423596663256E-04   0.3233934062752E-01
  2267   0.38862857E+04   0.3236260012130E-01   0.3422161503993E-04   0.3232837850626E-01
  2268   0.38880000E+04   0.3235163144576E-01   0.3420727576820E-04   0.3231742417000E-01
  2269   0.38897143E+04   0.3234067055952E-01   0.3419294880138E-04   0.3230647761072E-01
  2270   0.38914286E+04   0.3232971733439E-01   0.3417863412349E-04   0.3229553870027E-01
  2271   0.38931429E+04   0.3231877200252E-01   0.3416433171863E-04   0.3228460767080E-01
  2272   0.38948571E+04   0.3230783443593E-01   0.3415004157085E-04   0.3227368439436E-01
  2273   0.38965714E+04   0.3229690462663E-01   0.3413576366428E-04   0.3226276886297E-01
  2274   0.38982857E+04   0.3228598256665E-01   0.3412149798306E-04   0.3225186106867E-01
  2275   0.39000000E+04   0.3227506824802E-01   0.3410724451137E-04   0.3224096100351E-01
  2276   0.39017143E+04   0.3226416166278E-01   0.3409300323341E-04   0.3223006865955E-01
  2277   0.39034286E+04   0.3225326280299E-01   0.3407877413340E-04   0.3221918402886E-01
  2278   0.39051429E+04   0.3224237166072E-01   0.3406455719559E-04   0.3220830710352E-01
  2279   0.39068571E+04   0.3223148822803E-01   0.3405035240427E-04   0.3219743787562E-01
  2280   0.39085714E+04   0.3222061249700E-01   0.3403615974375E-04   0.3218657633726E-01
  2281   0.39102857E+04   0.3220974445974E-01   0.3402197919835E-04   0.3217572248054E-01
  2282   0.39120000E+04   0.3219888410835E-01   0.3400781075246E-04   0.3216487629759E-01
  2283   0.39137143E+04   0.3218803143493E-01   0.3399365439044E-04   0.3215403778054E-01
  2284   0.39154286E+04   0.3217718643161E-01   0.3397951009672E-04   0.3214320692151E-01
  2285   0.39171429E+04   0.3216634889869E-01   0.3396537785575E-04   0.3213238352083E-01
  2286   0.39188571E+04   0.3215551921169E-01   0.3395125765198E-04   0.3212156795404E-01
  2287   0.39205714E+04   0.3214469717121E-01   0.3393714946992E-04   0.3211076002174E-01
  2288   0.39222857E+04   0.3213388276942E-01   0.3392305329410E-04   0.3209995971613E-01
  2289   0.39240000E+04   0.3212307599849E-01   0.3390896910905E-04   0.3208916702938E-01
  2290   0.39257143E+04   0.3211227685059E-01   0.3389489689938E-04   0.3207838195369E-01
  2291   0.39274286E+04   0.3210148531792E-01   0.3388083664967E-04   0.3206760448127E-01
  2292   0.39291429E+04   0.3209070139267E-01   0.3386678834454E-04   0.3205683460432E-01
  2293   0.39308571E+04   0.3207992506705E-01   0.3385275196867E-04   0.3204607231508E-01
  2294   0.39325714E+04   0.3206915580805E-01   0.3383872750673E-04   0.3203531708054E-01
  2295   0.39342857E+04   0.3205839465968E-01   0.3382471494344E-04   0.3202456994474E-01
  2296   0.39360000E+04   0.3204764108763E-01   0.3381071426352E-04   0.3201383037337E-01
  2297   0.39377143E+04   0.3203689508415E-01   0.3379672545175E-04   0.3200309835870E-01
  2298   0.39394286E+04   0.3202615664148E-01   0.3378274849290E-04   0.3199237389299E-01
  2299   0.39411429E+04   0.3201542563248E-01   0.3376878337179E-04   0.3198165684911E-01
  2300   0.39428571E+04   0.3200470228810E-01   0.3375483007327E-04   0.3197094745802E-01
  2301   0.39445714E+04   0.3199398648136E-01   0.3374088858220E-04   0.3196024559278E-01
  2302   0.39462857E+04   0.3198327820457E-01   0.3372695888346E-04   0.3194955124569E-01
  2303   0.39480000E+04   0.3197257745003E-01   0.3371304096198E-04   0.3193886440907E-01
  2304   0.39497143E+04   0.3196188421005E-01   0.3369913480270E-04   0.3192818507525E-01
  2305   0.39514286E+04   0.3195119847697E-01   0.3368524039060E-04   0.3191751323658E-01
  2306   0.39531429E+04   0.3194052026783E-01   0.3367138244558E-04   0.3190684888539E-01
  2307   0.39548571E+04   0.3192984952543E-01   0.3365751138445E-04   0.3189619201405E-01
  2308   0.39565714E+04   0.3191918614766E-01   0.3364365202595E-04   0.3188554249563E-01
  2309   0.39582857E+04   0.3190853036620E-01   0.3362980435512E-04   0.3187490056184E-01
  2310   0.39600000E+04   0.3189788205247E-01   0.3361596835708E-04   0.3186426608411E-01
  2311   0.39617143E+04   0.3188724119977E-01   0.3360214401694E-04   0.3185363905575E-01
  2312   0.39634286E+04   0.3187660780048E-01   0.3358833131986E-04   0.3184301946916E-01
  2313   0.39651429E+04   0.3186598184702E-01   0.3357453025101E-04   0.3183240731677E-01
  2314   0.39668571E+04   0.3185536333179E-01   0.3356074079557E-04   0.3182180259099E-01
  2315   0.39685714E+04   0.3184475218893E-01   0.3354696293878E-04   0.3181120522599E-01
  2316   0.39702857E+04   0.3183414852742E-01   0.3353319666588E-04   0.3180061533075E-01
  2317   0.39720000E+04   0.3182355228141E-01   0.3351944196215E-04   0.3179003283945E-01
  2318   0.39737143E+04   0.3181296344337E-01   0.3350569881288E-04   0.3177945774456E-01
  2319   0.39754286E+04   0.3180238200574E-01   0.3349196720340E-04   0.3176889003853E-01
  2320   0.39771429E+04   0.3179180796098E-01   0.3347824711906E-04   0.3175832971386E-01
  2321   0.39788571E+04   0.3178124130158E-01   0.3346453854521E-04   0.3174777676303E-01
  2322   0.39805714E+04   0.3177068182995E-01   0.3345084146728E-04   0.3173723098848E-01
  2323   0.39822857E+04   0.3176012991843E-01   0.3343715587067E-04   0.3172669276256E-01
  2324   0.39840000E+04   0.3174958536975E-01   0.3342348174085E-04   0.3171616188801E-01
  2325   0.39857143E+04   0.3173904817640E-01   0.3340981906326E-04   0.3170563835734E-01
  2326   0.39874286E+04   0.3172851833092E-01   0.3339616782343E-04   0.3169512216309E-01
  2327   0.39891429E+04   0.3171799582582E-01   0.3338252800685E-04   0.3168461329782E-01
  2328   0.39908571E+04   0.3170748065366E-01   0.3336889959909E-04   0.3167411175406E-01
  2329   0.39925714E+04   0.3169697280697E-01   0.3335528258571E-04   0.3166361752439E-01
  2330   0.39942857E+04   0.3168647227832E-01   0.3334167695231E-04   0.3165313060137E-01
  2331   0.39960000E+04   0.3167597906027E-01   0.3332808268450E-04   0.3164265097759E-01
  2332   0.39977143E+04   0.3166549314540E-01   0.3331449976793E-04   0.3163217864563E-01
  2333   0.39994286E+04   0.3165501452629E-01   0.3330092818827E-04   0.3162171359810E-01
  2334   0.40011429E+04   0.3164454319554E-01   0.3328736793121E-04   0.3161125582761E-01
  2335   0.40028571E+04   0.3163407914575E-01   0.3327381898246E-04   0.3160080532677E-01
  2336   0.40045714E+04   0.3162362236953E-01   0.3326028132777E-04   0.3159036208820E-01
  2337   0.40062857E+04   0.3161317274108E-01   0.3324675495290E-04   0.3157992598613E-01
  2338   0.40080000E+04   0.3160273048971E-01   0.3323323984363E-04   0.3156949724987E-01
  2339   0.40097143E+04   0.3159229548981E-01   0.3321973598578E-04   0.3155907575382E-01
  2340   0.40114286E+04   0.3158186773402E-01   0.3320624336519E-04   0.3154866149065E-01
  2341   0.40131429E+04   0.3157144721500E-01   0.3319276196772E-04   0.3153825445303E-01
  2342   0.40148571E+04   0.3156103392541E-01   0.3317929177925E-04   0.3152785463364E-01
  2343   0.40165714E+04   0.3155062785795E-01   0.3316583278569E-04   0.3151746202516E-01
  2344   0.40182857E+04   0.3154022900528E-01   0.3315238497298E-04   0.3150707662031E-01
  2345   0.40200000E+04   0.3152983736011E-01   0.3313894832705E-04   0.3149669841178E-01
  2346   0.40217143E+04   0.3151945279688E-01   0.3312552283390E-04   0.3148632727404E-01
  2347   0.40234286E+04   0.3150907554464E-01   0.3311210847952E-04   0.3147596343616E-01
  2348   0.40251429E+04   0.3149870547803E-01   0.3309870524994E-04   0.3146560677278E-01
  2349   0.40268571E+04   0.3148834258979E-01   0.3308531313122E-04   0.3145525727666E-01
  2350   0.40285714E+04   0.3147798687264E-01   0.3307193210942E-04   0.3144491494053E-01
  2351   0.40302857E+04   0.3146763831934E-01   0.3305856217064E-04   0.3143457975717E-01
  2352   0.40320000E+04   0.3145729692265E-01   0.3304520330100E-04   0.3142425171935E-01
  2353   0.40337143E+04   0.3144696267533E-01   0.3303185548664E-04   0.3141393081984E-01
  2354   0.40354286E+04   0.3143663557015E-01   0.3301851871373E-04   0.3140361705144E-01
  2355   0.40371429E+04   0.3142631559991E-01   0.3300519296846E-04   0.3139331040694E-01
  2356   0.40388571E+04   0.3141600275738E-01   0.3299187823704E-04   0.3138301087915E-01
  2357   0.40405714E+04   0.3140569703539E-01   0.3297857450570E-04   0.3137271846088E-01
  2358   0.40422857E+04   0.3139539842672E-01   0.3296528176070E-04   0.3136243314496E-01
  2359   0.40440000E+04   0.3138510692421E-01   0.3295199998833E-04   0.3135215492423E-01
  2360   0.40457143E+04   0.3137482252069E-01   0.3293872917489E-04   0.3134188379151E-01
  2361   0.40474286E+04   0.3136454502041E-01   0.3292546930670E-04   0.3133161955111E-01
  2362   0.40491429E+04   0.3135427479311E-01   0.3291222037012E-04   0.3132136257274E-01
  2363   0.40508571E+04   0.3134401164333E-01   0.3289898235152E-04   0.3131111266098E-01
  2364   0.40525714E+04   0.3133375556393E-01   0.3288575523729E-04   0.3130086980869E-01
  2365   0.40542857E+04   0.3132350654779E-01   0.3287253901386E-04   0.3129063400878E-01
  2366   0.40560000E+04   0.3131326455177E-01   0.3285933366765E-04   0.3128040521810E-01
  2367   0.40577143E+04   0.3130302964080E-01   0.3284613918515E-04   0.3127018350161E-01
  2368   0.40594286E+04   0.3129280107502E-01   0.3283295555283E-04   0.3125996811947E-01
  2369   0.40611429E+04   0.3128258024258E-01   0.3281978275720E-04   0.3124976045982E-01
  2370   0.40628571E+04   0.3127236643789E-01   0.3280662078480E-04   0.3123955981710E-01
  2371   0.40645714E+04   0.3126215965387E-01   0.3279346962216E-04   0.3122936618425E-01
  2372   0.40662857E+04   0.3125195988346E-01   0.3278032925588E-04   0.3121917955420E-01
  2373   0.40680000E+04   0.3124176711960E-01   0.3276719967256E-04   0.3120899991993E-01
  2374   0.40697143E+04   0.3123158135524E-01   0.3275408085879E-04   0.3119882727438E-01
  2375   0.40714286E+04   0.3122140258334E-01   0.3274097280124E-04   0.3118866161054E-01
  2376   0.40731429E+04   0.3121123067944E-01   0.3272787548657E-04   0.3117850280396E-01
  2377   0.40748571E+04   0.3120106587122E-01   0.3271478890146E-04   0.3116835108232E-01
  2378   0.40765714E+04   0.3119090803440E-01   0.3270171303264E-04   0.3115820632137E-01
  2379   0.40782857E+04   0.3118075716196E-01   0.3268864786680E-04   0.3114806851410E-01
  2380   0.40800000E+04   0.3117061324692E-01   0.3267559339074E-04   0.3113793765353E-01
  2381   0.40817143E+04   0.3116047628229E-01   0.3266254959119E-04   0.3112781373269E-01
  2382   0.40834286E+04   0.3115034626108E-01   0.3264951645499E-04   0.3111769674462E-01
  2383   0.40851429E+04   0.3114022317632E-01   0.3263649396893E-04   0.3110758668235E-01
  2384   0.40868571E+04   0.3113010702106E-01   0.3262348211985E-04   0.3109748353894E-01
  2385   0.40885714E+04   0.3111999767112E-01   0.3261048089463E-04   0.3108738719023E-01
  2386   0.40902857E+04   0.3110989535383E-01   0.3259749028015E-04   0.3107729786355E-01
  2387   0.40920000E+04   0.3109979994521E-01   0.3258451026330E-04   0.3106721543494E-01
  2388   0.40937143E+04   0.3108971145348E-01   0.3257155599418E-04   0.3105713989748E-01
  2389   0.40954286E+04   0.3107962984134E-01   0.3255859707517E-04   0.3104707124426E-01
  2390   0.40971429E+04   0.3106955511710E-01   0.3254564871486E-04   0.3103700946838E-01
  2391   0.40988571E+04   0.3105948727386E-01   0.3253271090025E-04   0.3102695456296E-01
  2392   0.41005714E+04   0.3104942630473E-01   0.3251978361835E-04   0.3101690652112E-01
  2393   0.41022857E+04   0.3103937220283E-01   0.3250686685620E-04   0.3100686533597E-01
  2394   0.41040000E+04   0.3102932496127E-01   0.3249396060085E-04   0.3099683100067E-01
  2395   0.41057143E+04   0.3101928457319E-01   0.3248106483938E-04   0.3098680350835E-01
  2396   0.41074286E+04   0.3100925103172E-01   0.3246817955887E-04   0.3097678285216E-01
  2397   0.41091429E+04   0.3099922429424E-01   0.3245530474647E-04   0.3096676898949E-01
  2398   0.41108571E+04   0.3098920442547E-01   0.3244244038930E-04   0.3095676198508E-01
  2399   0.41125714E+04   0.3097919138279E-01   0.3242958647454E-04   0.3094676179631E-01
