#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.2000D+00   0.2000D+00
#    number density nb   [cm^-3]:   0.1000D+25   0.1000D+25
#    mass array mb         [amu]:   0.5486D-03   0.1007D+01
#    mass array mb         [keV]:   0.5110D+03   0.9383D+06
#    charge array zb            :  -0.1000D+01   0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.1000D+01
#    mass   [amu]:   0.1007D+01
#    mass   [keV]:   0.9383D+06
#    energy [keV]:   0.1200D+05
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+25  0.2000D+00  0.2000D+00  0.6849D-01  0.6849D-01  0.3689D+00  0.2070D-01
# ab  =  0.3268E+02  0.6000E+05
# etab=  0.4561E-01  0.4561E-01
#    j    E_p [keV]       dedx_tot [MeV/mu-m]   dedx_i                dedx_e
  5435   0.93171429E+04   0.1602786167829E-01   0.1489149372805E-04   0.1601297018457E-01
  5436   0.93188571E+04   0.1602542135594E-01   0.1488888361386E-04   0.1601053247232E-01
  5437   0.93205714E+04   0.1602295760102E-01   0.1488627443594E-04   0.1600807132658E-01
  5438   0.93222857E+04   0.1602051887736E-01   0.1488366619378E-04   0.1600563521116E-01
  5439   0.93240000E+04   0.1601808095133E-01   0.1488105888686E-04   0.1600319989244E-01
  5440   0.93257143E+04   0.1601564382253E-01   0.1487845251469E-04   0.1600076537002E-01
  5441   0.93274286E+04   0.1601319235176E-01   0.1487584707676E-04   0.1599831650468E-01
  5442   0.93291429E+04   0.1601075681761E-01   0.1487324257255E-04   0.1599588357504E-01
  5443   0.93308571E+04   0.1600832207949E-01   0.1487063900156E-04   0.1599345144049E-01
  5444   0.93325714E+04   0.1600587300237E-01   0.1486803636330E-04   0.1599100496600E-01
  5445   0.93342857E+04   0.1600343985650E-01   0.1486543465725E-04   0.1598857442184E-01
  5446   0.93360000E+04   0.1600100750546E-01   0.1486283388291E-04   0.1598614467157E-01
  5447   0.93377143E+04   0.1599857594885E-01   0.1486023403977E-04   0.1598371571481E-01
  5448   0.93394286E+04   0.1599612097975E-01   0.1485763512733E-04   0.1598126334462E-01
  5449   0.93411429E+04   0.1599369101303E-01   0.1485503714509E-04   0.1597883597589E-01
  5450   0.93428571E+04   0.1599126183955E-01   0.1485244009253E-04   0.1597640939945E-01
  5451   0.93445714E+04   0.1598883345890E-01   0.1484984396918E-04   0.1597398361493E-01
  5452   0.93462857E+04   0.1598639074709E-01   0.1484724877450E-04   0.1597154349832E-01
  5453   0.93480000E+04   0.1598396395231E-01   0.1484465450801E-04   0.1596911929780E-01
  5454   0.93497143E+04   0.1598153794918E-01   0.1484206116920E-04   0.1596669588801E-01
  5455   0.93514286E+04   0.1597909761793E-01   0.1483946875758E-04   0.1596425814917E-01
  5456   0.93531429E+04   0.1597667319828E-01   0.1483687727263E-04   0.1596183632101E-01
  5457   0.93548571E+04   0.1597424956909E-01   0.1483428671386E-04   0.1595941528237E-01
  5458   0.93565714E+04   0.1597182672995E-01   0.1483169708078E-04   0.1595699503287E-01
  5459   0.93582857E+04   0.1596938049836E-01   0.1482910837287E-04   0.1595455138998E-01
  5460   0.93600000E+04   0.1596695921666E-01   0.1482652058963E-04   0.1595213269607E-01
  5461   0.93617143E+04   0.1596453874754E-01   0.1482393373058E-04   0.1594971481381E-01
  5462   0.93634286E+04   0.1596211906690E-01   0.1482134779521E-04   0.1594729771910E-01
  5463   0.93651429E+04   0.1595968506605E-01   0.1481876278302E-04   0.1594486630327E-01
  5464   0.93668571E+04   0.1595726696256E-01   0.1481617869351E-04   0.1594245078387E-01
  5465   0.93685714E+04   0.1595484964636E-01   0.1481359552619E-04   0.1594003605084E-01
  5466   0.93702857E+04   0.1595241801292E-01   0.1481101328056E-04   0.1593760699964E-01
  5467   0.93720000E+04   0.1595000227151E-01   0.1480843195612E-04   0.1593519383956E-01
  5468   0.93737143E+04   0.1594758731621E-01   0.1480585155237E-04   0.1593278146466E-01
  5469   0.93754286E+04   0.1594517314664E-01   0.1480327206882E-04   0.1593036987457E-01
  5470   0.93771429E+04   0.1594273560459E-01   0.1480069350496E-04   0.1592793491108E-01
  5471   0.93788571E+04   0.1594032300747E-01   0.1479811586032E-04   0.1592552489161E-01
  5472   0.93805714E+04   0.1593791119490E-01   0.1479553913438E-04   0.1592311565577E-01
  5473   0.93822857E+04   0.1593550016648E-01   0.1479296332666E-04   0.1592070720315E-01
  5474   0.93840000E+04   0.1593307482871E-01   0.1479038843666E-04   0.1591828444027E-01
  5475   0.93857143E+04   0.1593066536879E-01   0.1478781446389E-04   0.1591587755432E-01
  5476   0.93874286E+04   0.1592825669184E-01   0.1478524140784E-04   0.1591347145043E-01
  5477   0.93891429E+04   0.1592583363114E-01   0.1478266926804E-04   0.1591105096187E-01
  5478   0.93908571E+04   0.1592342652030E-01   0.1478009804398E-04   0.1590864642225E-01
  5479   0.93925714E+04   0.1592102019125E-01   0.1477752773517E-04   0.1590624266352E-01
  5480   0.93942857E+04   0.1591861464362E-01   0.1477495834112E-04   0.1590383968528E-01
  5481   0.93960000E+04   0.1591618574346E-01   0.1477238986134E-04   0.1590141335360E-01
  5482   0.93977143E+04   0.1591378175968E-01   0.1476982229533E-04   0.1589901193739E-01
  5483   0.93994286E+04   0.1591137855614E-01   0.1476725564261E-04   0.1589661130050E-01
  5484   0.94011429E+04   0.1590897613245E-01   0.1476468990268E-04   0.1589421144255E-01
  5485   0.94028571E+04   0.1590657448823E-01   0.1476212507505E-04   0.1589181236316E-01
  5486   0.94045714E+04   0.1590415854649E-01   0.1475956115924E-04   0.1588939898533E-01
  5487   0.94062857E+04   0.1590175846140E-01   0.1475699815474E-04   0.1588700146325E-01
  5488   0.94080000E+04   0.1589934408077E-01   0.1475443606107E-04   0.1588458964471E-01
  5489   0.94097143E+04   0.1589694555326E-01   0.1475187487775E-04   0.1588219367838E-01
  5490   0.94114286E+04   0.1589454780327E-01   0.1474931460428E-04   0.1587979848866E-01
  5491   0.94131429E+04   0.1589215083041E-01   0.1474675524017E-04   0.1587740407517E-01
  5492   0.94148571E+04   0.1588973052495E-01   0.1474419678495E-04   0.1587498632816E-01
  5493   0.94165714E+04   0.1588733510740E-01   0.1474163923810E-04   0.1587259346816E-01
  5494   0.94182857E+04   0.1588494046582E-01   0.1473908259916E-04   0.1587020138322E-01
  5495   0.94200000E+04   0.1588254659983E-01   0.1473652686763E-04   0.1586781007296E-01
  5496   0.94217143E+04   0.1588015350904E-01   0.1473397204303E-04   0.1586541953699E-01
  5497   0.94234286E+04   0.1587774613157E-01   0.1473141812487E-04   0.1586301471344E-01
  5498   0.94251429E+04   0.1587535459139E-01   0.1472886511265E-04   0.1586062572628E-01
  5499   0.94268571E+04   0.1587294876651E-01   0.1472631300592E-04   0.1585822245350E-01
  5500   0.94285714E+04   0.1587055877540E-01   0.1472376180416E-04   0.1585583501360E-01
  5501   0.94302857E+04   0.1586816955758E-01   0.1472121150689E-04   0.1585344834607E-01
  5502   0.94320000E+04   0.1586578111264E-01   0.1471866211364E-04   0.1585106245052E-01
  5503   0.94337143E+04   0.1586339344020E-01   0.1471611362392E-04   0.1584867732658E-01
  5504   0.94354286E+04   0.1586098245683E-01   0.1471356603723E-04   0.1584626889079E-01
  5505   0.94371429E+04   0.1585859633044E-01   0.1471101935311E-04   0.1584388531109E-01
  5506   0.94388571E+04   0.1585621097541E-01   0.1470847357107E-04   0.1584150250184E-01
  5507   0.94405714E+04   0.1585382639135E-01   0.1470592869061E-04   0.1583912046266E-01
  5508   0.94422857E+04   0.1585142745431E-01   0.1470338471127E-04   0.1583672406959E-01
  5509   0.94440000E+04   0.1584904441236E-01   0.1470084163255E-04   0.1583434357072E-01
  5510   0.94457143E+04   0.1584664709651E-01   0.1469829945398E-04   0.1583194879706E-01
  5511   0.94474286E+04   0.1584426559519E-01   0.1469575817507E-04   0.1582956983701E-01
  5512   0.94491429E+04   0.1584188486292E-01   0.1469321779535E-04   0.1582719164513E-01
  5513   0.94508571E+04   0.1583950489933E-01   0.1469067831433E-04   0.1582481422102E-01
  5514   0.94525714E+04   0.1583712570404E-01   0.1468813973153E-04   0.1582243756431E-01
  5515   0.94542857E+04   0.1583472321762E-01   0.1468560204647E-04   0.1582003761558E-01
  5516   0.94560000E+04   0.1583234555996E-01   0.1468306525866E-04   0.1581766249470E-01
  5517   0.94577143E+04   0.1582996866944E-01   0.1468052936764E-04   0.1581528814007E-01
  5518   0.94594286E+04   0.1582759254570E-01   0.1467799437292E-04   0.1581291455132E-01
  5519   0.94611429E+04   0.1582520215690E-01   0.1467546027402E-04   0.1581052669662E-01
  5520   0.94628571E+04   0.1582282756692E-01   0.1467292707048E-04   0.1580815463985E-01
  5521   0.94645714E+04   0.1582045374257E-01   0.1467039476179E-04   0.1580578334781E-01
  5522   0.94662857E+04   0.1581806565611E-01   0.1466786334749E-04   0.1580339779276E-01
  5523   0.94680000E+04   0.1581569336324E-01   0.1466533282710E-04   0.1580102803041E-01
  5524   0.94697143E+04   0.1581332183487E-01   0.1466280320014E-04   0.1579865903167E-01
  5525   0.94714286E+04   0.1581095107062E-01   0.1466027446614E-04   0.1579629079615E-01
  5526   0.94731429E+04   0.1580855703502E-01   0.1465774662462E-04   0.1579389928839E-01
  5527   0.94748571E+04   0.1580618780003E-01   0.1465521967510E-04   0.1579153258036E-01
  5528   0.94765714E+04   0.1580381932802E-01   0.1465269361711E-04   0.1578916663441E-01
  5529   0.94782857E+04   0.1580145161862E-01   0.1465016845017E-04   0.1578680145017E-01
  5530   0.94800000E+04   0.1579906965495E-01   0.1464764417380E-04   0.1578442201078E-01
  5531   0.94817143E+04   0.1579670347098E-01   0.1464512078754E-04   0.1578205835019E-01
  5532   0.94834286E+04   0.1579433804848E-01   0.1464259829091E-04   0.1577969545018E-01
  5533   0.94851429E+04   0.1579195837465E-01   0.1464007668342E-04   0.1577731829797E-01
  5534   0.94868571E+04   0.1578959447531E-01   0.1463755596462E-04   0.1577495691935E-01
  5535   0.94885714E+04   0.1578723133632E-01   0.1463503613402E-04   0.1577259630019E-01
  5536   0.94902857E+04   0.1578486895730E-01   0.1463251719116E-04   0.1577023644010E-01
  5537   0.94920000E+04   0.1578248332667E-01   0.1462999913555E-04   0.1576785332753E-01
  5538   0.94937143E+04   0.1578012246861E-01   0.1462748196673E-04   0.1576549498665E-01
  5539   0.94954286E+04   0.1577776236940E-01   0.1462496568422E-04   0.1576313740371E-01
  5540   0.94971429E+04   0.1577540302865E-01   0.1462245028756E-04   0.1576078057836E-01
  5541   0.94988571E+04   0.1577304444599E-01   0.1461993577627E-04   0.1575842451021E-01
  5542   0.95005714E+04   0.1577067162082E-01   0.1461742214988E-04   0.1575605419867E-01
  5543   0.95022857E+04   0.1576831455456E-01   0.1461490940791E-04   0.1575369964516E-01
  5544   0.95040000E+04   0.1576594324776E-01   0.1461239754991E-04   0.1575133085021E-01
  5545   0.95057143E+04   0.1576358769642E-01   0.1460988657539E-04   0.1574897780985E-01
  5546   0.95074286E+04   0.1576123290131E-01   0.1460737648390E-04   0.1574662552482E-01
  5547   0.95091429E+04   0.1575887886203E-01   0.1460486727495E-04   0.1574427399476E-01
  5548   0.95108571E+04   0.1575650159086E-01   0.1460235894809E-04   0.1574189923191E-01
  5549   0.95125714E+04   0.1575414906432E-01   0.1459985150283E-04   0.1573954921282E-01
  5550   0.95142857E+04   0.1575179729252E-01   0.1459734493872E-04   0.1573719994758E-01
  5551   0.95160000E+04   0.1574944627507E-01   0.1459483925528E-04   0.1573485143581E-01
  5552   0.95177143E+04   0.1574709602755E-01   0.1459235040545E-04   0.1573250367715E-01
  5553   0.95194286E+04   0.1574473153231E-01   0.1458984645558E-04   0.1573014168586E-01
  5554   0.95211429E+04   0.1574238277702E-01   0.1458734338502E-04   0.1572779543364E-01
  5555   0.95228571E+04   0.1574001979195E-01   0.1458484119331E-04   0.1572543495075E-01
  5556   0.95245714E+04   0.1573767254337E-01   0.1458233987998E-04   0.1572309020349E-01
  5557   0.95262857E+04   0.1573532604693E-01   0.1457983944457E-04   0.1572074620748E-01
  5558   0.95280000E+04   0.1573298030224E-01   0.1457733988660E-04   0.1571840296236E-01
  5559   0.95297143E+04   0.1573063530895E-01   0.1457484120563E-04   0.1571606046774E-01
  5560   0.95314286E+04   0.1572826710519E-01   0.1457234340117E-04   0.1571369476179E-01
  5561   0.95331429E+04   0.1572592361571E-01   0.1456984647276E-04   0.1571135376924E-01
  5562   0.95348571E+04   0.1572358087651E-01   0.1456735041994E-04   0.1570901352609E-01
  5563   0.95365714E+04   0.1572123876440E-01   0.1456485524225E-04   0.1570667390916E-01
  5564   0.95382857E+04   0.1571888255404E-01   0.1456236093922E-04   0.1570432019310E-01
  5565   0.95400000E+04   0.1571654206473E-01   0.1455986751039E-04   0.1570198219722E-01
  5566   0.95417143E+04   0.1571420232423E-01   0.1455737495528E-04   0.1569964494927E-01
  5567   0.95434286E+04   0.1571184836565E-01   0.1455488327346E-04   0.1569729348238E-01
  5568   0.95451429E+04   0.1570951009952E-01   0.1455239246443E-04   0.1569495770705E-01
  5569   0.95468571E+04   0.1570717260456E-01   0.1454990252776E-04   0.1569262270203E-01
  5570   0.95485714E+04   0.1570483585693E-01   0.1454741346297E-04   0.1569028844347E-01
  5571   0.95502857E+04   0.1570247591846E-01   0.1454492526960E-04   0.1568793099319E-01
  5572   0.95520000E+04   0.1570014066654E-01   0.1454243794720E-04   0.1568559822859E-01
  5573   0.95537143E+04   0.1569780616085E-01   0.1453995149530E-04   0.1568326620935E-01
  5574   0.95554286E+04   0.1569547240102E-01   0.1453746591343E-04   0.1568093493511E-01
  5575   0.95571429E+04   0.1569312443093E-01   0.1453498120115E-04   0.1567858944973E-01
  5576   0.95588571E+04   0.1569079216308E-01   0.1453249735798E-04   0.1567625966572E-01
  5577   0.95605714E+04   0.1568846063998E-01   0.1453001438348E-04   0.1567393062560E-01
  5578   0.95622857E+04   0.1568611490955E-01   0.1452753227717E-04   0.1567158737728E-01
  5579   0.95640000E+04   0.1568378487620E-01   0.1452505103861E-04   0.1566925982517E-01
  5580   0.95657143E+04   0.1568145558656E-01   0.1452257066733E-04   0.1566693301589E-01
  5581   0.95674286E+04   0.1567912704021E-01   0.1452009116287E-04   0.1566460694905E-01
  5582   0.95691429E+04   0.1567677532260E-01   0.1451761252478E-04   0.1566225771008E-01
  5583   0.95708571E+04   0.1567444826391E-01   0.1451513475260E-04   0.1565993312916E-01
  5584   0.95725714E+04   0.1567212194744E-01   0.1451265784587E-04   0.1565760928959E-01
  5585   0.95742857E+04   0.1566979637281E-01   0.1451018180414E-04   0.1565528619100E-01
  5586   0.95760000E+04   0.1566747153966E-01   0.1450770662695E-04   0.1565296383304E-01
  5587   0.95777143E+04   0.1566513250795E-01   0.1450523231383E-04   0.1565062727563E-01
  5588   0.95794286E+04   0.1566280915802E-01   0.1450275886434E-04   0.1564830639915E-01
  5589   0.95811429E+04   0.1566047161146E-01   0.1450028627802E-04   0.1564597132518E-01
  5590   0.95828571E+04   0.1565814974329E-01   0.1449781455441E-04   0.1564365192874E-01
  5591   0.95845714E+04   0.1565582861479E-01   0.1449534369306E-04   0.1564133327110E-01
  5592   0.95862857E+04   0.1565350822560E-01   0.1449287369352E-04   0.1563901535190E-01
  5593   0.95880000E+04   0.1565118857535E-01   0.1449040455533E-04   0.1563669817079E-01
  5594   0.95897143E+04   0.1564884577514E-01   0.1448793627802E-04   0.1563435783886E-01
  5595   0.95914286E+04   0.1564652760382E-01   0.1448546886117E-04   0.1563204213496E-01
  5596   0.95931429E+04   0.1564421017037E-01   0.1448300230430E-04   0.1562972716807E-01
  5597   0.95948571E+04   0.1564189347442E-01   0.1448053660697E-04   0.1562741293782E-01
  5598   0.95965714E+04   0.1563956259060E-01   0.1447807176871E-04   0.1562508451884E-01
  5599   0.95982857E+04   0.1563724736990E-01   0.1447560778909E-04   0.1562277176211E-01
  5600   0.96000000E+04   0.1563493288562E-01   0.1447314466764E-04   0.1562045974095E-01
  5601   0.96017143E+04   0.1563260421638E-01   0.1447068240392E-04   0.1561813353398E-01
  5602   0.96034286E+04   0.1563029120518E-01   0.1446822099748E-04   0.1561582298419E-01
  5603   0.96051429E+04   0.1562797892932E-01   0.1446576044785E-04   0.1561351316887E-01
  5604   0.96068571E+04   0.1562566738844E-01   0.1446330075460E-04   0.1561120408769E-01
  5605   0.96085714E+04   0.1562333271708E-01   0.1446084191726E-04   0.1560887187517E-01
  5606   0.96102857E+04   0.1562102264721E-01   0.1445838393540E-04   0.1560656426327E-01
  5607   0.96120000E+04   0.1561871331124E-01   0.1445592680856E-04   0.1560425738443E-01
  5608   0.96137143E+04   0.1561640470881E-01   0.1445347053629E-04   0.1560195123827E-01
  5609   0.96154286E+04   0.1561409683957E-01   0.1445101511813E-04   0.1559964582445E-01
  5610   0.96171429E+04   0.1561177479411E-01   0.1444856055366E-04   0.1559732623356E-01
  5611   0.96188571E+04   0.1560946839150E-01   0.1444610684240E-04   0.1559502228465E-01
  5612   0.96205714E+04   0.1560714781461E-01   0.1444365398392E-04   0.1559270416063E-01
  5613   0.96222857E+04   0.1560484287719E-01   0.1444120197777E-04   0.1559040167521E-01
  5614   0.96240000E+04   0.1560253867116E-01   0.1443875082350E-04   0.1558809992034E-01
  5615   0.96257143E+04   0.1560023519618E-01   0.1443630052066E-04   0.1558579889566E-01
  5616   0.96274286E+04   0.1559793245188E-01   0.1443385106880E-04   0.1558349860081E-01
  5617   0.96291429E+04   0.1559560659832E-01   0.1443140246748E-04   0.1558117519585E-01
  5618   0.96308571E+04   0.1559330524006E-01   0.1442895471625E-04   0.1557887628535E-01
  5619   0.96325714E+04   0.1559100468776E-01   0.1442650781466E-04   0.1557657817994E-01
  5620   0.96342857E+04   0.1558870486471E-01   0.1442406176228E-04   0.1557428080295E-01
  5621   0.96360000E+04   0.1558639087613E-01   0.1442161655865E-04   0.1557196925957E-01
  5622   0.96377143E+04   0.1558409251186E-01   0.1441917220332E-04   0.1556967333966E-01
  5623   0.96394286E+04   0.1558179487579E-01   0.1441672869586E-04   0.1556737814709E-01
  5624   0.96411429E+04   0.1557948307709E-01   0.1441428603582E-04   0.1556506879105E-01
  5625   0.96428571E+04   0.1557718689767E-01   0.1441184422275E-04   0.1556277505345E-01
  5626   0.96445714E+04   0.1557489144538E-01   0.1440940325621E-04   0.1556048204212E-01
  5627   0.96462857E+04   0.1557259671987E-01   0.1440696313576E-04   0.1555818975673E-01
  5628   0.96480000E+04   0.1557027890450E-01   0.1440452386095E-04   0.1555587438064E-01
  5629   0.96497143E+04   0.1556798563359E-01   0.1440208543134E-04   0.1555358354816E-01
  5630   0.96514286E+04   0.1556569308841E-01   0.1439964784648E-04   0.1555129344056E-01
  5631   0.96531429E+04   0.1556340126859E-01   0.1439721110595E-04   0.1554900405748E-01
  5632   0.96548571E+04   0.1556111017378E-01   0.1439477520928E-04   0.1554671539857E-01
  5633   0.96565714E+04   0.1555880492506E-01   0.1439234015604E-04   0.1554441258491E-01
  5634   0.96582857E+04   0.1555651528054E-01   0.1438990594580E-04   0.1554212537459E-01
  5635   0.96600000E+04   0.1555421148404E-01   0.1438747257809E-04   0.1553982401147E-01
  5636   0.96617143E+04   0.1555192328840E-01   0.1438504005250E-04   0.1553753824834E-01
  5637   0.96634286E+04   0.1554963581600E-01   0.1438260836857E-04   0.1553525320763E-01
  5638   0.96651429E+04   0.1554734906650E-01   0.1438017752588E-04   0.1553296888898E-01
  5639   0.96668571E+04   0.1554506303956E-01   0.1437774752396E-04   0.1553068529203E-01
  5640   0.96685714E+04   0.1554275394387E-01   0.1437531836239E-04   0.1552837862551E-01
